"word_kanji","kana_parsed","kana_parsed2","hangul"
風刺,フウ|シ,フー|シ,풍자
短距離,タン|キョ|リ,タン|キョ|リ,단거리
長距離,チョウ|キョ|リ,チョー|キョ|リ,장거리
多項,タ|コウ,タ|コー,다항
洗脳,セン|ノウ,セン|ノー,세뇌
品質,ヒン|シツ,ヒン|シツ,품질
眼帯,ガン|タイ,ガン|タイ,안대
荘園,ショウ|エン,ショー|エン,장원
等高線,トウ|コウ|セン,トー|コー|セン,등고선
河西,カ|サイ,カ|サイ,하서
模倣,モ|ホウ,モ|ホー,모방
汪洋,オウ|ヨウ,オー|ヨー,왕양
火山岩,カ|ザン|ガン,カ|ザン|ガン,화산암
熱帯魚,ネッ|タイ|ギョ,ネッ|タイ|ギョ,열대어
急行,キュウ|コウ,キュー|コー,급행
変成,ヘン|セイ,ヘン|セイ,변성
非公式,ヒ|コウ|シキ,ヒ|コー|シキ,비공식
変装,ヘン|ソウ,ヘン|ソー,변장
刺客,シ|カク,シ|カク,자객
棍棒,コン|ボウ,コン|ボー,곤봉
警棒,ケイ|ボウ,ケイ|ボー,경봉
夜盲症,ヤ|モウ|ショウ,ヤ|モー|ショー,야맹증
加地,カ|ジ,カ|ジ,가지
崑,コン,コン,곤
美人,ビ|ジン,ビ|ジン,미인
独身,ドク|シン,ドク|シン,독신
風疹,フウ|シン,フー|シン,풍진
通学,ツウ|ガク,ツー|ガク,통학
休学,キュウ|ガク,キュー|ガク,휴학
停学,テイ|ガク,テイ|ガク,정학
退学,タイ|ガク,タイ|ガク,퇴학
語学,ゴ|ガク,ゴ|ガク,어학
家出,イエ|デ,イエ|デ,가출
猩紅熱,ショウ|コウ|ネツ,ショー|コー|ネツ,성홍열
別居,ベッ|キョ,ベッ|キョ,별거
法務省,ホウ|ム|ショウ,ホー|ム|ショー,법무성
本館,ホン|カン,ホン|カン,본관
砲弾,ホウ|ダン,ホー|ダン,포탄
点火,テン|カ,テン|カ,점화
乾杯,カン|パイ,カン|パイ,건배
追憶,ツイ|オク,ツイ|オク,추억
了,リョウ,リョー,료
地盤,ジ|バン,ジ|バン,지반
放置,ホウ|チ,ホー|チ,방치
駐車,チュウ|シャ,チュー|シャ,주차
男女,ダン|ジョ,ダン|ジョ,남녀
共用,キョウ|ヨウ,キョー|ヨー,공용
潰瘍,カイ|ヨウ,カイ|ヨー,궤양
気管支炎,キ|カン|シ|エン,キ|カン|シ|エン,기관지염
寡婦,カ|フ,カ|フ,과부
水蒸気,スイ|ジョウ|キ,スイ|ジョー|キ,수증기
大脳皮質,ダイ|ノウ|ヒ|シツ,ダイ|ノー|ヒ|シツ,대뇌피질
測量,ソク|リョウ,ソク|リョー,측량
得点,トク|テン,トク|テン,득점
過労,カ|ロウ,カ|ロー,과로
欠乏症,ケツ|ボウ|ショウ,ケツ|ボー|ショー,결핍증
訪問,ホウ|モン,ホー|モン,방문
光徳,ミツ|ノリ,ミツ|ノリ,광덕
闘犬,トウ|ケン,トー|ケン,투견
織機,ショッ|キ,ショッ|キ,직기
保健所,ホ|ケン|ジョ,ホ|ケン|ジョ,보건소
敗血症,ハイ|ケツ|ショウ,ハイ|ケツ|ショー,패혈증
由利,ユ|リ,ユ|リ,유리
鋳造,チュウ|ゾウ,チュー|ゾー,주조
本草学,ホン|ゾウ|ガク,ホン|ゾー|ガク,본초학
診断,シン|ダン,シン|ダン,진단
非破壊,ヒ|ハ|カイ,ヒ|ハ|カイ,비파괴
初演,ショ|エン,ショ|エン,초연
徹夜,テツ|ヤ,テツ|ヤ,철야
治安,チ|アン,チ|アン,치안
判官,ホウ|ガン,ホー|ガン,판관
旋法,セン|ポウ,セン|ポー,선법
半音,ハン|オン,ハン|オン,반음
拍子,ヒョウ|シ,ヒョー|シ,박자
麻耶,マ|ヤ,マ|ヤ,마야
燕尾服,エン|ビ|フク,エン|ビ|フク,연미복
興行,コウ|ギョウ,コー|ギョー,흥행
国母,コク|ボ,コク|ボ,국모
地政学,チ|セイ|ガク,チ|セイ|ガク,지정학
西方,セイ|ホウ,セイ|ホー,서방
瑞宝章,ズイ|ホウ|ショウ,ズイ|ホー|ショー,서보장
宝冠章,ホウ|カン|ショウ,ホー|カン|ショー,보관장
等式,トウ|シキ,トー|シキ,등식
精子,セイ|シ,セイ|シ,정자
次数,ジ|スウ,ジ|スー,차수
三重,ミ|エ,ミ|エ,삼중
還俗,ゲン|ゾク,ゲン|ゾク,환속
簿記,ボ|キ,ボ|キ,부기
未亡人,ミ|ボウ|ジン,ミ|ボー|ジン,미망인
聖,ヒジリ,ヒジリ,성
怪獣,カイ|ジュウ,カイ|ジュー,괴수
国際大学,コク|サイ|ダイ|ガク,コク|サイ|ダイ|ガク,국제대학
高校,コウ|コウ,コー|コー,고교
指揮棒,シ|キ|ボウ,シ|キ|ボー,지휘봉
亜由美,ア|ユ|ミ,ア|ユ|ミ,아유미
陥落,カン|ラク,カン|ラク,함락
中道右派,チュウ|ドウ|ウ|ハ,チュー|ドー|ウ|ハ,중도우파
極左,キョク|サ,キョク|サ,극좌
平日,ヘイ|ジツ,ヘイ|ジツ,평일
天命,テン|メイ,テン|メイ,천명
比例,ヒ|レイ,ヒ|レイ,비례
学費,ガク|ヒ,ガク|ヒ,학비
報道,ホウ|ドウ,ホー|ドー,보도
原告,ゲン|コク,ゲン|コク,원고
煩悩,ボン|ノウ,ボン|ノー,번뇌
狂詩曲,キョウ|シ|キョク,キョー|シ|キョク,광시곡
国道,コク|ドウ,コク|ドー,국도
帯,タイ,タイ,대
臥薪嘗胆,ガ|シン|ショウ|タン,ガ|シン|ショー|タン,와신상담
固有,コ|ユウ,コ|ユー,고유
退役,タイ|エキ,タイ|エキ,퇴역
軍人,グン|ジン,グン|ジン,군인
乾癬,カン|セン,カン|セン,건선
供託,キョウ|タク,キョー|タク,공탁
芸能,ゲイ|ノウ,ゲイ|ノー,예능
主,シュ,シュ,주
迷宮,メイ|キュウ,メイ|キュー,미궁
劇団,ゲキ|ダン,ゲキ|ダン,극단
文化庁,ブン|カ|チョウ,ブン|カ|チョー,문화청
公益,コウ|エキ,コー|エキ,공익
県営,ケン|エイ,ケン|エイ,현영
承認,ショウ|ニン,ショー|ニン,승인
吸着,キュウ|チャク,キュー|チャク,흡착
家計,カ|ケイ,カ|ケイ,가계
生霊,イキ|リョウ,イキ|リョー,생령
切断,セツ|ダン,セツ|ダン,절단
抗議,コウ|ギ,コー|ギ,항의
配電,ハイ|デン,ハイ|デン,배전
発見,ハッ|ケン,ハッ|ケン,발견
直喩,チョク|ユ,チョク|ユ,직유
活性,カッ|セイ,カッ|セイ,활성
因果,イン|ガ,イン|ガ,인과
還元,カン|ゲン,カン|ゲン,환원
悲情城市,ヒ|ジョウ|ジョウ|シ,ヒ|ジョー|ジョー|シ,비정성시
胚葉,ハイ|ヨウ,ハイ|ヨー,배엽
丹那,ニ|ナ,ニ|ナ,단나
忘却,ボウ|キャク,ボー|キャク,망각
不条理,フ|ジョウ|リ,フ|ジョー|リ,부조리
中央大学,チュウ|オウ|ダイ|ガク,チュー|オー|ダイ|ガク,중앙대학
五根,ゴ|コン,ゴ|コン,오근
県令,ケン|レイ,ケン|レイ,현령
心電図,シン|デン|ズ,シン|デン|ズ,심전도
波数,ハ|スウ,ハ|スー,파수
電動,デン|ドウ,デン|ドー,전동
欲界,ヨク|カイ,ヨク|カイ,욕계
鉄棒,テツ|ボウ,テツ|ボー,철봉
平行棒,ヘイ|コウ|ボウ,ヘイ|コー|ボー,평행봉
製本,セイ|ホン,セイ|ホン,제본
愛撫,アイ|ブ,アイ|ブ,애무
信仰,シン|コウ,シン|コー,신앙
愚民,グ|ミン,グ|ミン,우민
全力,ゼン|リョク,ゼン|リョク,전력
文學界,ブン|ガク|カイ,ブン|ガク|カイ,문학계
地上波,チ|ジョウ|ハ,チ|ジョー|ハ,지상파
山越,ヤマ|コシ,ヤマ|コシ,산월
設備,セツ|ビ,セツ|ビ,설비
畳語,ジョウ|ゴ,ジョー|ゴ,첩어
後遺症,コウ|イ|ショウ,コー|イ|ショー,후유증
文庫本,ブン|コ|ボン,ブン|コ|ボン,문고본
副業,フク|ギョウ,フク|ギョー,부업
講師,コウ|シ,コー|シ,강사
後宮,コウ|キュウ,コー|キュー,후궁
越冬,エッ|トウ,エッ|トー,월동
出芽,シュツ|ガ,シュツ|ガ,출아
副審,フク|シン,フク|シン,부심
打順,ダ|ジュン,ダ|ジュン,타순
換喩,カン|ユ,カン|ユ,환유
伝記,デン|キ,デン|キ,전기
号外,ゴウ|ガイ,ゴー|ガイ,호외
包装,ホウ|ソウ,ホー|ソー,포장
禁酒,キン|シュ,キン|シュ,금주
救急,キュウ|キュウ,キュー|キュー,구급
遊廓,ユウ|カク,ユー|カク,유곽
大学院,ダイ|ガク|イン,ダイ|ガク|イン,대학원
開拓,カイ|タク,カイ|タク,개척
公立,コウ|リツ,コー|リツ,공립
貪,ムサボ,ムサボ,탐
菌糸,キン|シ,キン|シ,균사
食用,ショク|ヨウ,ショク|ヨー,식용
王献之,オウ|ケン|シ,オー|ケン|シ,왕헌지
発芽,ハツ|ガ,ハツ|ガ,발아
駐,チュウ,チュー,주
大使館,タイ|シ|カン,タイ|シ|カン,대사관
評論,ヒョウ|ロン,ヒョー|ロン,평론
船体,セン|タイ,セン|タイ,선체
歯髄,シ|ズイ,シ|ズイ,치수
国際武道大学,コク|サイ|ブ|ドウ|ダイ|ガク,コク|サイ|ブ|ドー|ダイ|ガク,국제무도대학
退化,タイ|カ,タイ|カ,퇴화
一水会,イチ|スイ|カイ,イチ|スイ|カイ,일수회
語幹,ゴ|カン,ゴ|カン,어간
武松,タケ|マツ,タケ|マツ,무송
本文,ホン|ブン,ホン|ブン,본문
弘恭,ヒロ|ユキ,ヒロ|ユキ,홍공
動脈血,ドウ|ミャク|ケツ,ドー|ミャク|ケツ,동맥혈
膿瘍,ノウ|ヨウ,ノー|ヨー,농양
実況,ジッ|キョウ,ジッ|キョー,실황
体温計,タイ|オン|ケイ,タイ|オン|ケイ,체온계
東北,トウ|ホク,トー|ホク,동북
射出,シャ|シュツ,シャ|シュツ,사출
慈善,ジ|ゼン,ジ|ゼン,자선
地主,ジ|ヌシ,ジ|ヌシ,지주
土地,ト|チ,ト|チ,토지
東宮御所,トウ|グウ|ゴ|ショ,トー|グー|ゴ|ショ,동궁어소
藩閥,ハン|バツ,ハン|バツ,번벌
偽装,ギ|ソウ,ギ|ソー,위장
制空権,セイク|ウ|ケン,セイク|ー|ケン,제공권
軍師,グン|シ,グン|シ,군사
同値,ドウ|チ,ドー|チ,동치
腐肉,フ|ニク,フ|ニク,부육
受験,ジュ|ケン,ジュ|ケン,수험
滑空,カッ|クウ,カッ|クー,활공
大全,タイ|ゼン,タイ|ゼン,대전
放射線,ホウ|シャ|セン,ホー|シャ|セン,방사선
羞恥心,シュウ|チ|シン,シュー|チ|シン,수치심
典拠,テン|キョ,テン|キョ,전거
三昧,サン|マイ,サン|マイ,삼매
再会,サイ|カイ,サイ|カイ,재회
製鋼,セイ|コウ,セイ|コー,제강
音痴,オン|チ,オン|チ,음치
容貌,ヨウ|ボウ,ヨー|ボー,용모
消防庁,ショウ|ボウ|チョウ,ショー|ボー|チョー,소방청
木魚,モク|ギョ,モク|ギョ,목어
場,ジョウ,ジョー,장
一年生植物,イチ|ネン|セイ|ショク|ブツ,イチ|ネン|セイ|ショク|ブツ,일년생식물
二年生植物,ニ|ネン|セイ|ショク|ブツ,ニ|ネン|セイ|ショク|ブツ,이년생식물
水晶,スイ|ショウ,スイ|ショー,수정
精霊,セイ|レイ,セイ|レイ,정령
書評,ショ|ヒョウ,ショ|ヒョー,서평
黒幕,ク|ロマク,ク|ロマク,흑막
手数料,テ|スウ|リョウ,テ|スー|リョー,수수료
制裁,セイ|サイ,セイ|サイ,제재
閣下,カッ|カ,カッ|カ,각하
不正,フ|セイ,フ|セイ,부정
時,ジ,ジ,시
名数,メイ|スウ,メイ|スー,명수
口語,コウ|ゴ,コー|ゴ,구어
図面,ズ|メン,ズ|メン,도면
接地,セッ|チ,セッ|チ,접지
焦点,ショウ|テン,ショー|テン,초점
熱狂,ネッ|キョウ,ネッ|キョー,열광
墜落,ツイ|ラク,ツイ|ラク,추락
規約,キ|ヤク,キ|ヤク,규약
修正,シュウ|セイ,シュー|セイ,수정
冠詞,カン|シ,カン|シ,관사
枕木,マク|ラギ,マク|ラギ,침목
配給,ハイ|キュウ,ハイ|キュー,배급
北西,ホク|セイ,ホク|セイ,북서
系,ケイ,ケイ,계
伝達,デン|タツ,デン|タツ,전달
赤旗,アカ|ハタ,アカ|ハタ,적기
忍耐,ニン|タイ,ニン|タイ,인내
条例,ジョウ|レイ,ジョー|レイ,조례
成分,セイ|ブン,セイ|ブン,성분
射精,シャ|セイ,シャ|セイ,사정
拳法,ケン|ポウ,ケン|ポー,권법
草地,ク|サチ,ク|サチ,초지
下級生,カ|キュウ|セイ,カ|キュー|セイ,하급생
怪力,カイ|リキ,カイ|リキ,괴력
日日,ヒ|ニチ,ヒ|ニチ,일일
制定,セイ|テイ,セイ|テイ,제정
排気,ハイ|キ,ハイ|キ,배기
追跡,ツイ|セキ,ツイ|セキ,추적
定義,テイ|ギ,テイ|ギ,정의
多汗症,タ|カン|ショウ,タ|カン|ショー,다한증
高周波,コウ|シュウ|ハ,コー|シュー|ハ,고주파
候補,コウ|ホ,コー|ホ,후보
遊女,ユウ|ジョ,ユー|ジョ,유녀
全身,ゼン|シン,ゼン|シン,전신
有料,ユウ|リョウ,ユー|リョー,유료
先生,セン|セイ,セン|セイ,선생
重症,ジュウ|ショウ,ジュー|ショー,중증
熱性,ネッ|セイ,ネッ|セイ,열성
減少,ゲン|ショウ,ゲン|ショー,감소
破壊,ハ|カイ,ハ|カイ,파괴
急死,キュウ|シ,キュー|シ,급사
単項式,タン|コウ|シキ,タン|コー|シキ,단항식
臼砲,キュウ|ホウ,キュー|ホー,구포
宴会,エン|カイ,エン|カイ,연회
事典,ジ|テン,ジ|テン,사전
脆弱,ゼイ|ジャク,ゼイ|ジャク,취약
同意,ドウ|イ,ドー|イ,동의
批判,ヒ|ハン,ヒ|ハン,비판
銑鉄,セン|テツ,セン|テツ,선철
学芸,ガク|ゲイ,ガク|ゲイ,학예
在日,ザイ|ニチ,ザイ|ニチ,재일
会長,カイ|チョウ,カイ|チョー,회장
重婚,ジュウ|コン,ジュー|コン,중혼
優勝,ユウ|ショウ,ユー|ショー,우승
防災,ボウ|サイ,ボー|サイ,방재
防犯,ボウ|ハン,ボー|ハン,방범
野生,ヤ|セイ,ヤ|セイ,야생
波形,ハ|ケイ,ハ|ケイ,파형
筋力,キン|リョク,キン|リョク,근력
探索,タン|サク,タン|サク,탐색
可用性,カ|ヨウ|セイ,カ|ヨー|セイ,가용성
基準,キ|ジュン,キ|ジュン,기준
仮面,カ|メン,カ|メン,가면
原因,ゲン|イン,ゲン|イン,원인
布石,フ|セキ,フ|セキ,포석
議長,ギ|チョウ,ギ|チョー,의장
搭乗,トウ|ジョウ,トー|ジョー,탑승
容量,ヨウ|リョウ,ヨー|リョー,용량
推理,スイ|リ,スイ|リ,추리
指標,シ|ヒョウ,シ|ヒョー,지표
章典,ショウ|テン,ショー|テン,장전
屋上,オク|ジョウ,オク|ジョー,옥상
陶磁,トウ|ジ,トー|ジ,도자
全米,ゼン|ベイ,ゼン|ベイ,전미
地位,チ|イ,チ|イ,지위
向上,コウ|ジョウ,コー|ジョー,향상
維持,イ|ジ,イ|ジ,유지
消滅,ショウ|メツ,ショー|メツ,소멸
外国,ガイ|コク,ガイ|コク,외국
胸腺,キョウ|セン,キョー|セン,흉선
分岐,ブン|キ,ブン|キ,분기
予測,ヨ|ソク,ヨ|ソク,예측
肩章,ケン|ショウ,ケン|ショー,견장
王族,オウ|ゾク,オー|ゾク,왕족
王室,オウ|シツ,オー|シツ,왕실
王権,オウ|ケン,オー|ケン,왕권
皇女,オウ|ジョ,オー|ジョ,황녀
王女,オウ|ジョ,オー|ジョ,왕녀
無料,ム|リョウ,ム|リョー,무료
図鑑,ズ|カン,ズ|カン,도감
作用素,サ|ヨウ|ソ,サ|ヨー|ソ,작용소
周遊,シュウ|ユウ,シュー|ユー,주유
府立,フ|リツ,フ|リツ,부립
公会堂,コウ|カイ|ドウ,コー|カイ|ドー,공회당
三角波,サン|カク|ナミ,サン|カク|ナミ,삼각파
選抜,セン|バツ,セン|バツ,선발
鉱毒,コウ|ドク,コー|ドク,광독
呪術,ジュ|ジュツ,ジュ|ジュツ,주술
広域,コウ|イキ,コー|イキ,광역
保育,ホ|イク,ホ|イク,보육
旋風,セン|プウ,セン|プー,선풍
倍音,バイ|オン,バイ|オン,배음
需要,ジュ|ヨウ,ジュ|ヨー,수요
陽,ヒ,ヒ,양
服装,フク|ソウ,フク|ソー,복장
規定,キ|テイ,キ|テイ,규정
軽食,ケイ|ショク,ケイ|ショク,경식
香炉,コウ|ロ,コー|ロ,향로
本店,ホン|テン,ホン|テン,본점
報道局,ホウ|ドウ|キョク,ホー|ドー|キョク,보도국
工廠,コウ|ショウ,コー|ショー,공창
銃撃,ジュウ|ゲキ,ジュー|ゲキ,총격
尊属,ソン|ゾク,ソン|ゾク,존속
発癌,ハツ|ガン,ハツ|ガン,발암
度,ド,ド,도
熱愛,ネツ|アイ,ネツ|アイ,열애
斉,ヒトシ,ヒトシ,제
病歴,ビョウ|レキ,ビョー|レキ,병력
診療,シン|リョウ,シン|リョー,진료
被告,ヒ|コク,ヒ|コク,피고
受精卵,ジュ|セイ|ラン,ジュ|セイ|ラン,수정란
七種,ナナク|サ,ナナク|サ,칠종
沙羅,サ|ラ,サ|ラ,사라
家政学,カ|セイ|ガク,カ|セイ|ガク,가정학
伝播,デン|パ,デン|パ,전파
排斥,ハイ|セキ,ハイ|セキ,배척
月桂冠,ゲッ|ケイ|カン,ゲッ|ケイ|カン,월계관
瓶,ビン,ビン,병
証人,ショウ|ニン,ショー|ニン,증인
更改,コウ|カイ,コー|カイ,경개
深夜,シン|ヤ,シン|ヤ,심야
泰徳,ヤス|ノリ,ヤス|ノリ,태덕
東京国際大学,トウ|キョウ|コク|サイ|ダイ|ガク,トー|キョー|コク|サイ|ダイ|ガク,동경국제대학
虚像,キョ|ゾウ,キョ|ゾー,허상
砲艦,ホウ|カン,ホー|カン,포함
総裁,ソウ|サイ,ソー|サイ,총재
法皇,ホウ|オウ,ホー|オー,법황
怪盗,カイ|トウ,カイ|トー,괴도
司令塔,シ|レイ|トウ,シ|レー|トウ,사령탑
演出,エン|シュツ,エン|シュツ,연출
会場,カイ|ジョウ,カイ|ジョー,회장
官位,カン|イ,カン|イ,관위
官職,カン|ショク,カン|ショク,관직
作成,サク|セイ,サク|セイ,작성
汎用,ハン|ヨウ,ハン|ヨー,범용
水運,スイ|ウン,スイ|ウン,수운
財閥,ザイ|バツ,ザイ|バツ,재벌
解体,カイ|タイ,カイ|タイ,해체
東征,トウ|セイ,トー|セイ,동정
城壁,ジョウ|ヘキ,ジョー|ヘキ,성벽
防諜,ボウ|チョウ,ボー|チョー,방첩
実物,ジツ|ブツ,ジツ|ブツ,실물
貨幣,カ|ヘイ,カ|ヘイ,화폐
柱頭,チュウ|トウ,チュー|トー,주두
公営,コウ|エイ,コー|エイ,공영
活動,カツ|ドウ,カツ|ドー,활동
参謀,サン|ボウ,サン|ボー,참모
時報,ジ|ホウ,ジ|ホー,시보
夜景,ヤ|ケイ,ヤ|ケイ,야경
王立,オウ|リツ,オー|リツ,왕립
鉛版,エン|バン,エン|バン,연판
低地,テイ|チ,テイ|チ,저지
壁新聞,カベ|シン|ブン,カベ|シン|ブン,벽신문
後,コウ,コー,후
色収差,イロ|シュウ|サ,イロ|シュー|サ,색수차
竹槍,タケ|ヤリ,タケ|ヤリ,죽창
駆潜艇,ク|セン|テイ,ク|セン|テイ,구잠정
接続詞,セツ|ゾク|シ,セツ|ゾク|シ,접속사
建,ケン,ケン,건
拡大,カク|ダイ,カク|ダイ,확대
土石流,ド|セキ|リュウ,ド|セキ|リュー,토석류
副産物,フク|サン|ブツ,フク|サン|ブツ,부산물
糖,トウ,トー,당
参拝,サン|パイ,サン|パイ,참배
搭載,トウ|サイ,トー|サイ,탑재
黄体,オウ|タイ,オー|タイ,황체
割当,ワリ|アテ,ワリ|アテ,할당
治平,ジ|ヘイ,ジ|ヘイ,치평
直角,チョッ|カク,チョッ|カク,직각
除雪,ジョ|セツ,ジョ|セツ,제설
雪線,セッ|セン,セッ|セン,설선
怪火,カイ|カ,カイ|カ,괴화
旗艦,キ|カン,キ|カン,기함
政略,セイ|リャク,セイ|リャク,정략
方式,ホウ|シキ,ホー|シキ,방식
新進党,シン|シン|トウ,シン|シン|トー,신진당
新生党,シン|セイ|トウ,シン|セイ|トー,신생당
商用,ショウ|ヨウ,ショー|ヨー,상용
綿棒,メン|ボウ,メン|ボー,면봉
痙攣,ケイ|レン,ケイ|レン,경련
筆順,ヒツ|ジュン,ヒツ|ジュン,필순
鼓膜,コ|マク,コ|マク,고막
後期,コウ|キ,コー|キ,후기
読解,ドッ|カイ,ドッ|カイ,독해
紡績,ボウ|セキ,ボー|セキ,방적
橋頭堡,キョウ|トウ|ホ,キョー|トー|ホ,교두보
康珍化,カン|チン|ファ,カン|チン|ファ,강진화
製靴,セイ|カ,セイ|カ,제화
表土,ヒョウ|ド,ヒョー|ド,표토
水軍,スイ|グン,スイ|グン,수군
職員,ショク|イン,ショク|イン,직원
慶州,ケイ|シュウ,ケイ|シュー,경주
天主堂,テン|シュ|ドウ,テン|シュ|ドー,천주당
経絡,ケイ|ラク,ケイ|ラク,경락
貯蔵,チョ|ゾウ,チョ|ゾー,저장
先行,セン|コウ,セン|コー,선행
融合,ユウ|ゴウ,ユー|ゴー,융합
広角,コウ|カク,コー|カク,광각
飯盒,ハン|ゴウ,ハン|ゴー,반합
試験管,シ|ケン|カン,シ|ケン|カン,시험관
東門,ヒガシ|モン,ヒガシ|モン,동문
接待,セッ|タイ,セッ|タイ,접대
新宮,シン|グウ,シン|グー,신궁
競走,キョウ|ソウ,キョー|ソー,경주
血栓,ケッ|セン,ケッ|セン,혈전
固溶体,コ|ヨウ|タイ,コ|ヨー|タイ,고용체
五線譜,ゴ|セン|フ,ゴ|セン|フ,오선보
太守,タイ|シュ,タイ|シュ,태수
行商,ギョウ|ショウ,ギョー|ショー,행상
標的,ヒョウ|テキ,ヒョー|テキ,표적
抑圧,ヨク|アツ,ヨク|アツ,억압
知世,トモ|ヨ,トモ|ヨ,지세
行灯,アン|ドン,アン|ドン,행등
恩賜,オン|シ,オン|シ,은사
反切,ハン|セツ,ハン|セツ,반절
義理,ギ|リ,ギ|リ,의리
炭鉱,タン|コウ,タン|コー,탄광
円卓,エン|タク,エン|タク,원탁
徴候,チョウ|コウ,チョー|コー,징후
銃眼,ジュウ|ガン,ジュー|ガン,총안
黙示,モク|シ,モク|シ,묵시
密航,ミッ|コウ,ミッ|コー,밀항
配線,ハイ|セン,ハイ|セン,배선
橙色,ダイダイ|イロ,ダイダイ|イロ,등색
七曜,シチ|ヨウ,シチ|ヨー,칠요
賢人,ケン|ジン,ケン|ジン,현인
配管,ハイ|カン,ハイ|カン,배관
換気,カン|キ,カン|キ,환기
台地,ダイ|チ,ダイ|チ,대지
分化,ブン|カ,ブン|カ,분화
従属,ジュウ|ゾク,ジュー|ゾク,종속
小,ショウ,ショー,소
身体,シン|タイ,シン|タイ,신체
改造,カイ|ゾウ,カイ|ゾー,개조
位階,イ|カイ,イ|カイ,위계
核種,カク|シュ,カク|シュ,핵종
怨霊,オン|リョウ,オン|リョー,원령
絵巻,エ|マキ,エ|マキ,회권
分数,ブン|スウ,ブン|スー,분수
荷電,カ|デン,カ|デン,하전
基底,キ|テイ,キ|テイ,기저
不動点,フ|ドウ|テン,フ|ドー|テン,부동점
公共,コウ|キョウ,コー|キョー,공공
起承転結,キ|ショウ|テン|ケツ,キ|ショー|テン|ケツ,기승전결
初期,ショ|キ,ショ|キ,초기
雨氷,ウ|ヒョウ,ウ|ヒョー,우빙
暗算,アン|ザン,アン|ザン,암산
槍術,ソウ|ジュツ,ソー|ジュツ,창술
染髪,セン|パツ,セン|パツ,염발
事務職,ジ|ム|ショク,ジ|ム|ショク,사무직
