"word_kanji","kana_parsed","kana_parsed2","hangul"
数学,スウ|ガク,スー|ガク,수학
文学,ブン|ガク,ブン|ガク,문학
化学,カ|ガク,カ|ガク,화학
音階,オン|カイ,オン|カイ,음계
文庫,ブン|コ,ブン|コ,문고
方程式,ホウ|テイ|シキ,ホー|テイ|シキ,방정식
多項式,タ|コウ|シキ,タ|コー|シキ,다항식
物理,ブツ|リ,ブツ|リ,물리
級数,キュウ|スウ,キュー|スー,급수
歌手,カ|シュ,カ|シュ,가수
光子,コウ|シ,コー|シ,광자
標準,ヒョウ|ジュン,ヒョー|ジュン,표준
模型,モ|ケイ,モ|ケイ,모형
群論,グン|ロン,グン|ロン,군론
波動,ハ|ドウ,ハ|ドー,파동
微細,ビ|サイ,ビ|サイ,미세
構造,コウ|ゾウ,コー|ゾー,구조
空間,クウ|カン,クー|カン,공간
大韓民国,ダイ|カン|ミン|コク,ダイ|カン|ミン|コク,대한민국
加速度,カ|ソク|ド,カ|ソク|ド,가속도
速度,ソク|ド,ソク|ド,속도
微分,ビ|ブン,ビ|ブン,미분
運動,ウン|ドウ,ウン|ドー,운동
電子,デン|シ,デン|シ,전자
掲示板,ケイ|ジ|バン,ケイ|ジ|バン,게시판
情報,ジョウ|ホウ,ジョー|ホー,정보
通信,ツウ|シン,ツー|シン,통신
有理数,ユウ|リ|スウ,ユー|リ|スー,유리수
財団,ザイ|ダン,ザイ|ダン,재단
虚数,キョ|スウ,キョ|スー,허수
変換,ヘン|カン,ヘン|カン,변환
実数,ジッ|スウ,ジッ|スー,실수
朝鮮日報,チョウ|セン|ニッ|ポウ,チョー|セン|ニッ|ポー,조선일보
集合,シュウ|ゴウ,シュー|ゴー,집합
区間,ク|カン,ク|カン,구간
不等式,フ|トウ|シキ,フ|トー|シキ,부등식
日本,ニッ|ポン,ニッ|ポン,일본
工学,コウ|ガク,コー|ガク,공학
原子,ゲン|シ,ゲン|シ,원자
朝鮮民主主義人民共和国,チョウ|セン|ミン|シュ|シュ|ギ|ジン|ミン|キョウ|ワ|コク,チョー|セン|ミン|シュ|シュ|ギ|ジン|ミン|キョー|ワ|コク,조선민주주의인민공화국
火星,カ|セイ,カ|セイ,화성
誘導,ユウ|ドウ,ユー|ドー,유도
天文学,テン|モン|ガク,テン|モン|ガク,천문학
行列,ギョウ|レツ,ギョー|レツ,행렬
気象庁,キ|ショウ|チョウ,キ|ショー|チョー,기상청
言語,ゲン|ゴ,ゲン|ゴ,언어
麻薬,マ|ヤク,マ|ヤク,마약
学習,ガク|シュウ,ガク|シュー,학습
遺伝子,イ|デン|シ,イ|デン|シ,유전자
辞典,ジ|テン,ジ|テン,사전
電気,デン|キ,デン|キ,전기
電荷,デン|カ,デン|カ,전하
電位,デン|イ,デン|イ,전위
電流,デン|リュウ,デン|リュー,전류
抵抗,テイ|コウ,テイ|コー,저항
電力,デン|リョク,デン|リョク,전력
生化学,セイ|カ|ガク,セイ|カ|ガク,생화학
虞美人草,グ|ビ|ジン|ソウ,グ|ビ|ジン|ソー,우미인초
農業,ノウ|ギョウ,ノー|ギョー,농업
演劇,エン|ゲキ,エン|ゲキ,연극
協奏曲,キョウ|ソウ|キョク,キョー|ソー|キョク,협주곡
野球,ヤ|キュウ,ヤ|キュー,야구
英語,エイ|ゴ,エイ|ゴ,영어
色,ショク,ショク,색
君主,クン|シュ,クン|シュ,군주
中華人民共和国,チュウ|カ|ジン|ミン|キョウ|ワ|コク,チュー|カ|ジン|ミン|キョー|ワ|コク,중화인민공화국
中国,チュウ|ゴク,チュー|ゴク,중국
音程,オン|テイ,オン|テイ,음정
真珠湾,シン|ジュ|ワン,シン|ジュ|ワン,진주만
攻撃,コウ|ゲキ,コー|ゲキ,공격
矛盾,ム|ジュン,ム|ジュン,모순
米国,ベイ|コク,ベイ|コク,미국
協会,キョウ|カイ,キョー|カイ,협회
粉食,フン|ショク,フン|ショク,분식
土曜日,ド|ヨウ|ビ,ド|ヨー|ビ,토요일
核,カク,カク,핵
拡散,カク|サン,カク|サン,확산
条約,ジョウ|ヤク,ジョー|ヤク,조약
水泳,スイ|エイ,スイ|エイ,수영
古代,コ|ダイ,コ|ダイ,고대
金鍾泌,キン|ショウ|ヒツ,キン|ショー|ヒツ,김종필
対位法,タイ|イ|ホウ,タイ|イ|ホー,대위법
交通,コウ|ツウ,コー|ツー,교통
地平,チ|ヘイ,チ|ヘイ,지평
座標,ザ|ヒョウ,ザ|ヒョー,좌표
半島,ハン|トウ,ハン|トー,반도
山脈,サン|ミャク,サン|ミャク,산맥
民族,ミン|ゾク,ミン|ゾク,민족
法学,ホウ|ガク,ホー|ガク,법학
世界,セ|カイ,セ|カイ,세계
戦争,セン|ソウ,セン|ソー,전쟁
皇帝,コウ|テイ,コー|テイ,황제
医師,イ|シ,イ|シ,의사
閏年,ウルウ|ドシ,ウルー|ドシ,윤년
政治,セイ|ジ,セイ|ジ,정치
北大西洋,キタ|タイ|セイ|ヨウ,キタ|タイ|セイ|ヨー,북대서양
機構,キ|コウ,キ|コー,기구
赤道,アカ|ミチ,アカ|ミチ,적도
日食,ニッ|ショク,ニッ|ショク,일식
月食,ゲッ|ショク,ゲッ|ショク,월식
質量,シツ|リョウ,シツ|リョー,질량
政党,セイ|トウ,セイ|トー,정당
群,グン,グン,군
大統領,ダイ|トウ|リョウ,ダイ|トー|リョー,대통령
心臓,シン|ゾウ,シン|ゾー,심장
水素,スイ|ソ,スイ|ソ,수소
同位,ドウ|イ,ドー|イ,동위
歌曲,カ|キョク,カ|キョク,가곡
分子,ブン|シ,ブン|シ,분자
溶媒,ヨウ|バイ,ヨー|バイ,용매
燃焼,ネン|ショウ,ネン|ショー,연소
温室,オン|シツ,オン|シツ,온실
効果,コウ|カ,コー|カ,효과
温度,オン|ド,オン|ド,온도
対流圏,タイ|リュウ|ケン,タイ|リュー|ケン,대류권
熱,ネツ,ネツ,열
春秋,シュン|ジュウ,シュン|ジュー,춘추
戦国,セン|ゴク,セン|ゴク,전국
時代,ジ|ダイ,ジ|ダイ,시대
飲料,イン|リョウ,イン|リョー,음료
一酸化,イッ|サン|カ,イッ|サン|カ,일산화
炭素,タン|ソ,タン|ソ,탄소
燃料,ネン|リョウ,ネン|リョー,연료
赤血球,セッ|ケッ|キュウ,セッ|ケッ|キュー,적혈구
血液,ケツ|エキ,ケツ|エキ,혈액
気団,キ|ダン,キ|ダン,기단
宗廟,ソウ|ビョウ,ソー|ビョー,종묘
韓国,カン|コク,カン|コク,한국
中華民国,チュウ|カ|ミン|コク,チュー|カ|ミン|コク,중화민국
高句麗,コウ|ク|リ,コー|ク|リ,고구려
微生物,ビ|セイ|ブツ,ビ|セイ|ブツ,미생물
大気,タイ|キ,タイ|キ,대기
古事記,コ|ジ|キ,コ|ジ|キ,고사기
集積,シュウ|セキ,シュー|セキ,집적
回路,カイ|ロ,カイ|ロ,회로
皇后,コウ|ゴウ,コー|ゴー,황후
天皇,テン|ノウ,テン|ノー,천황
数,スウ,スー,수
望遠鏡,ボウ|エン|キョウ,ボー|エン|キョー,망원경
県,ケン,ケン,현
市,シ,シ,시
指数,シ|スウ,シ|スー,지수
単位,タン|イ,タン|イ,단위
図書館,ト|ショ|カン,ト|ショ|カン,도서관
脳波,ノウ|ハ,ノー|ハ,뇌파
水星,スイ|セイ,スイ|セイ,수성
朝鮮,チョウ|セン,チョー|セン,조선
通信使,ツウ|シン|シ,ツー|シン|シ,통신사
幕府,バク|フ,バク|フ,막부
政府,セイ|フ,セイ|フ,정부
藩,ハン,ハン,번
州,シュウ,シュー,주
東照宮,トウ|ショウ|グウ,トー|ショー|グー,동조궁
伽耶,カ|ヤ,カ|ヤ,가야
国際,コク|サイ,コク|サイ,국제
三国志,サン|ゴク|シ,サン|ゴク|シ,삼국지
整数,セイ|スウ,セイ|スー,정수
飛行機,ヒ|コウ|キ,ヒ|コー|キ,비행기
西王母,セイ|オウ|ボ,セイ|オー|ボ,서왕모
部隊,ブ|タイ,ブ|タイ,부대
制度,セイ|ド,セイ|ド,제도
廃止,ハイ|シ,ハイ|シ,폐지
叙事詩,ジョ|ジ|シ,ジョ|ジ|シ,서사시
倭,ヤマト,ヤマト,왜
語族,ゴ|ゾク,ゴ|ゾク,어족
太平洋,タイ|ヘイ|ヨウ,タイ|ヘイ|ヨー,태평양
区,ク,ク,구
曲線,キョク|セン,キョク|セン,곡선
脊椎動物,セキ|ツイ|ドウ|ブツ,セキ|ツイ|ドー|ブツ,척추동물
国軍,コク|グン,コク|グン,국군
地球,チ|キュウ,チ|キュー,지구
天体,テン|タイ,テン|タイ,천체
彗星,スイ|セイ,スイ|セイ,혜성
葉酸,ヨウ|サン,ヨー|サン,엽산
国,コク,コク,국
全羅北道,ゼン|ラ|ホク|ドウ,ゼン|ラ|ホク|ドー,전라북도
全羅南道,ゼン|ラ|ナン|ドウ,ゼン|ラ|ナン|ドー,전라남도
太極,タイ|キョク,タイ|キョク,태극
間島,マ|ジマ,マ|ジマ,간도
統合,トウ|ゴウ,トー|ゴー,통합
開発,カイ|ハツ,カイ|ハツ,개발
環境,カン|キョウ,カン|キョー,환경
原子力,ゲン|シ|リョク,ゲン|シ|リョク,원자력
東夷,トウ|イ,トー|イ,동이
魏,ギ,ギ,위
声調,セイ|チョウ,セイ|チョー,성조
基本,キ|ホン,キ|ホン,기본
母音,ボ|イン,ボ|イン,모음
構文,コウ|ブン,コー|ブン,구문
太陽,タイ|ヨウ,タイ|ヨー,태양
子音,シ|イン,シ|イン,자음
日本銀行,ニッ|ポン|ギン|コウ,ニッ|ポン|ギン|コー,일본은행
府,フ,フ,부
省,ショウ,ショー,성
形態素,ケイ|タイ|ソ,ケイ|タイ|ソ,형태소
格,カク,カク,격
東北高等学校,トウ|ホク|コウ|トウ|ガッ|コウ,トー|ホク|コー|トー|ガッ|コー,동북고등학교
仏国寺,ブッ|コク|デラ,ブッ|コク|デラ,불국사
全羅道,ゼン|ラ|ドウ,ゼン|ラ|ドー,전라도
帝国,テイ|コク,テイ|コク,제국
暗号,アン|ゴウ,アン|ゴー,암호
動物,ドウ|ブツ,ドー|ブツ,동물
詩篇,シ|ヘン,シ|ヘン,시편
圧力,アツ|リョク,アツ|リョク,압력
維新,イ|シン,イ|シン,유신
表意,ヒョウ|イ,ヒョー|イ,표의
圧縮,アッ|シュク,アッ|シュク,압축
恐竜,キョウ|リュウ,キョー|リュー,공룡
大学,ダイ|ガク,ダイ|ガク,대학
昆虫,コン|チュウ,コン|チュー,곤충
詩経,シ|キョウ,シ|キョー,시경
天然記念物,テン|ネン|キ|ネン|ブツ,テン|ネン|キ|ネン|ブツ,천연기념물
板門店,ハン|モン|テン,ハン|モン|テン,판문점
月曜日,ゲツ|ヨウ|ビ,ゲツ|ヨー|ビ,월요일
植物,ショク|ブツ,ショク|ブツ,식물
光合成,コウ|ゴウ|セイ,コー|ゴー|セイ,광합성
雑誌,ザッ|シ,ザッ|シ,잡지
封建,ホウ|ケン,ホー|ケン,봉건
効用,コウ|ヨウ,コー|ヨー,효용
選好,セン|コウ,セン|コー,선호
観客,カン|キャク,カン|キャク,관객
四季,シ|キ,シ|キ,사계
迷信,メイ|シン,メイ|シン,미신
民主党,ミン|シュ|トウ,ミン|シュ|トー,민주당
日記,ニッ|キ,ニッ|キ,일기
日曜日,ニチ|ヨウ|ビ,ニチ|ヨー|ビ,일요일
球技,キュウ|ギ,キュー|ギ,구기
天然痘,テン|ネン|トウ,テン|ネン|トー,천연두
電鍵,デン|ケン,デン|ケン,전건
定理,テイ|リ,テイ|リ,정리
症候群,ショウ|コウ|グン,ショー|コー|グン,증후군
看護,カン|ゴ,カン|ゴ,간호
農薬,ノウ|ヤク,ノー|ヤク,농약
中毒,チュウ|ドク,チュー|ドク,중독
単純,タン|ジュン,タン|ジュン,단순
骨折,コッ|セツ,コッ|セツ,골절
五台山,ゴ|ダイ|サン,ゴ|ダイ|サン,오대산
軌道,キ|ドウ,キ|ドー,궤도
帰依,キ|エ,キ|エ,귀의
脳炎,ノウ|エン,ノー|エン,뇌염
筋肉,キン|ニク,キン|ニク,근육
弥勒菩薩,ミ|ロク|ボ|サツ,ミ|ロク|ボ|サツ,미륵보살
三蔵,サン|ゾウ,サン|ゾー,삼장
解像度,カイ|ゾウ|ド,カイ|ゾー|ド,해상도
気胸,キ|キョウ,キ|キョー,기흉
親王,シン|ノウ,シン|ノー,친왕
使徒,シ|ト,シ|ト,사도
血圧,ケツ|アツ,ケツ|アツ,혈압
心不全,シン|フ|ゼン,シン|フ|ゼン,심부전
公理,コウ|リ,コー|リ,공리
観念論,カン|ネン|ロン,カン|ネン|ロン,관념론
共産党,キョウ|サン|トウ,キョー|サン|トー,공산당
宣言,セン|ゲン,セン|ゲン,선언
寒露,カン|ロ,カン|ロ,한로
光学,コウ|ガク,コー|ガク,광학
不整脈,フ|セイ|ミャク,フ|セイ|ミャク,부정맥
廃人,ハイ|ジン,ハイ|ジン,폐인
翻訳,ホン|ヤク,ホン|ヤク,번역
通訳,ツウ|ヤク,ツー|ヤク,통역
経済,ケイ|ザイ,ケイ|ザイ,경제
協力,キョウ|リョク,キョー|リョク,협력
地雷,ジ|ライ,ジ|ライ,지뢰
右翼,ウ|ヨク,ウ|ヨク,우익
左翼,サ|ヨク,サ|ヨク,좌익
携帯,ケイ|タイ,ケイ|タイ,휴대
電話,デン|ワ,デン|ワ,전화
無線,ム|セン,ム|セン,무선
写真,シャ|シン,シャ|シン,사진
大韓航空,ダイカン|コウ|ク|ウ,ダイカン|コー|ク|ー,대한항공
爆破,バク|ハ,バク|ハ,폭파
事件,ジ|ケン,ジ|ケン,사건
腹痛,ハラ|イタ,ハラ|イタ,복통
中央日報,チュウ|オウ|ニッ|ポウ,チュー|オー|ニッ|ポー,중앙일보
公国,コウ|コク,コー|コク,공국
科学,カ|ガク,カ|ガク,과학
文化,ブン|カ,ブン|カ,문화
会議,カイ|ギ,カイ|ギ,회의
分子生物学,ブン|シ|セイ|ブツ|ガク,ブン|シ|セイ|ブツ|ガク,분자생물학
詩人,シ|ジン,シ|ジン,시인
共鳴,キョウ|メイ,キョー|メイ,공명
金昌国,キン|ショウ|コク,キン|ショー|コク,김창국
王国,オウ|コク,オー|コク,왕국
胃炎,イ|エン,イ|エン,위염
複素数,フク|ソ|スウ,フク|ソ|スー,복소수
議会,ギ|カイ,ギ|カイ,의회
演繹,エン|エキ,エン|エキ,연역
人種,ジン|シュ,ジン|シュ,인종
定宗,サダ|ムネ,サダ|ムネ,정종
顕宗,ケン|ソウ,ケン|ソー,현종
元宗,モト|ムネ,モト|ムネ,원종
美少女,ビ|ショウ|ジョ,ビ|ショー|ジョ,미소녀
上陸,ジョウ|リク,ジョー|リク,상륙
作戦,サク|セン,サク|セン,작전
中国人,チュウ|ゴク|ジン,チュー|ゴク|ジン,중국인
表音,ヒョウ|オン,ヒョー|オン,표음
雨水,アマ|ミズ,アマ|ミズ,우수
角度,カク|ド,カク|ド,각도
体罰,タイ|バツ,タイ|バツ,체벌
湾,ワン,ワン,만
文化放送,ブン|カ|ホウ|ソウ,ブン|カ|ホー|ソー,문화방송
火曜日,カ|ヨウ|ビ,カ|ヨー|ビ,화요일
水曜日,スイ|ヨウ|ビ,スイ|ヨー|ビ,수요일
木曜日,モク|ヨウ|ビ,モク|ヨー|ビ,목요일
仮想,カ|ソウ,カ|ソー,가상
育成,イク|セイ,イク|セイ,육성
経営,ケイ|エイ,ケイ|エイ,경영
革命,カク|メイ,カク|メイ,혁명
真珠,シン|ジュ,シン|ジュ,진주
地質,チ|シツ,チ|シツ,지질
殿堂,デン|ドウ,デン|ドー,전당
死刑,シ|ケイ,シ|ケイ,사형
生命,セイ|メイ,セイ|メイ,생명
魚雷,ギョ|ライ,ギョ|ライ,어뢰
戦艦,セン|カン,セン|カン,전함
巡洋艦,ジュン|ヨウ|カン,ジュン|ヨー|カン,순양함
軍団,グン|ダン,グン|ダン,군단
加水,カ|スイ,カ|スイ,가수
分解,ブン|カイ,ブン|カイ,분해
細胞,サイ|ボウ,サイ|ボー,세포
複製,フク|セイ,フク|セイ,복제
核酸,カク|サン,カク|サン,핵산
酵素,コウ|ソ,コー|ソ,효소
発酵,ハッ|コウ,ハッ|コー,발효
抗原,コウ|ゲン,コー|ゲン,항원
抗体,コウ|タイ,コー|タイ,항체
十字軍,ジュウ|ジ|グン,ジュー|ジ|グン,십자군
炭水化物,タン|スイ|カ|ブツ,タン|スイ|カ|ブツ,탄수화물
異端,イ|タン,イ|タン,이단
十進法,ジッ|シン|ホウ,ジッ|シン|ホー,십진법
動的,ドウ|テキ,ドー|テキ,동적
騎兵,キ|ヘイ,キ|ヘイ,기병
結核,ケッ|カク,ケッ|カク,결핵
小数点,ショウ|スウ|テン,ショー|スー|テン,소수점
調音,チョウ|オン,チョー|オン,조음
方法,ホウ|ホウ,ホー|ホー,방법
染色,セン|ショク,セン|ショク,염색
音声,オン|セイ,オン|セイ,음성
記号,キ|ゴウ,キ|ゴー,기호
日本人,ニッ|ポン|ジン,ニッ|ポン|ジン,일본인
金宇中,キン|ウ|チュウ,キン|ウ|チュー,김우중
東南,トウ|ナン,トー|ナン,동남
方言,ホウ|ゲン,ホー|ゲン,방언
水銀,スイ|ギン,スイ|ギン,수은
国民党,コク|ミン|トウ,コク|ミン|トー,국민당
国共,コッ|キョウ,コッ|キョー,국공
合作,ガッ|サク,ガッ|サク,합작
避妊,ヒ|ニン,ヒ|ニン,피임
保健,ホ|ケン,ホ|ケン,보건
妊娠,ニン|シン,ニン|シン,임신
慣性,カン|セイ,カン|セイ,관성
南山,ミナミ|ヤマ,ミナミ|ヤマ,남산
空襲,クウ|シュウ,クー|シュー,공습
約数,ヤク|スウ,ヤク|スー,약수
同性愛,ドウ|セイ|アイ,ドー|セイ|アイ,동성애
自由,ジ|ユウ,ジ|ユー,자유
相対,ソウ|タイ,ソー|タイ,상대
冬季,トウ|キ,トー|キ,동계
地方,チ|ホウ,チ|ホー,지방
戊子,ボ|シ,ボ|シ,무자
甲子,キノエ|ネ,キノエ|ネ,갑자
乙未,オト|ミ,オト|ミ,을미
庚午,コウ|ゴ,コー|ゴ,경오
丙午,ヒノエ|ウマ,ヒノエ|ウマ,병오
丁未,テイ|ミ,テイ|ミ,정미
庚申,コウ|シン,コー|シン,경신
大陸,タイ|リク,タイ|リク,대륙
円運動,エン|ウン|ドウ,エン|ウン|ドー,원운동
十戒,ジッ|カイ,ジッ|カイ,십계
運河,ウン|ガ,ウン|ガ,운하
夏至,ゲ|シ,ゲ|シ,하지
認識,ニン|シキ,ニン|シキ,인식
白血球,ハッ|ケッ|キュウ,ハッ|ケッ|キュー,백혈구
冬至,トウ|ジ,トー|ジ,동지
小寒,ショウ|カン,ショー|カン,소한
小満,ショウ|マン,ショー|マン,소만
大寒,ダイ|カン,ダイ|カン,대한
最大公約数,サイ|ダイ|コウ|ヤク|スウ,サイ|ダイ|コー|ヤク|スー,최대공약수
最小公倍数,サイ|ショウ|コウ|バイ|スウ,サイ|ショー|コー|バイ|スー,최소공배수
印刷,イン|サツ,イン|サツ,인쇄
調和,チョウ|ワ,チョー|ワ,조화
法,ホウ,ホー,법
計算,ケイ|サン,ケイ|サン,계산
春分,シュン|ブン,シュン|ブン,춘분
秋分,シュウ|ブン,シュー|ブン,추분
霜降,ソウ|コウ,ソー|コー,상강
揚力,ヨウ|リョク,ヨー|リョク,양력
大雪,オオ|ユキ,オー|ユキ,대설
音素,オン|ソ,オン|ソ,음소
投機,トウ|キ,トー|キ,투기
認証,ニン|ショウ,ニン|ショー,인증
数値,スウ|チ,スー|チ,수치
解析,カイ|セキ,カイ|セキ,해석
生物,セイ|ブツ,セイ|ブツ,생물
摩擦音,マ|サツ|オン,マ|サツ|オン,마찰음
黄銅,コウ|ドウ,コー|ドー,황동
米州,ベイ|シュウ,ベイ|シュー,미주
音楽家,オン|ガク|カ,オン|ガク|カ,음악가
重力,ジュウ|リョク,ジュー|リョク,중력
宇宙,ウ|チュウ,ウ|チュー,우주
陽電子,ヨウ|デン|シ,ヨー|デン|シ,양전자
二進法,ニ|シン|ホウ,ニ|シン|ホー,이진법
中間子,チュウ|カン|シ,チュー|カン|シ,중간자
重水素,ジュウ|スイ|ソ,ジュー|スイ|ソ,중수소
趣味,シュ|ミ,シュ|ミ,취미
兄弟,キョウ|ダイ,キョー|ダイ,형제
環礁,カン|ショウ,カン|ショー,환초
半母音,ハン|ボ|イン,ハン|ボ|イン,반모음
作品,サク|ヒン,サク|ヒン,작품
番号,バン|ゴウ,バン|ゴー,번호
分解能,ブン|カイ|ノウ,ブン|カイ|ノー,분해능
記憶,キ|オク,キ|オク,기억
装置,ソウ|チ,ソー|チ,장치
火刑,カ|ケイ,カ|ケイ,화형
冥王星,メイ|オウ|セイ,メイ|オー|セイ,명왕성
短波,タン|パ,タン|パ,단파
仲裁,チュウ|サイ,チュー|サイ,중재
山,サン,サン,산
歯音,シ|オン,シ|オン,치음
五音,ゴ|イン,ゴ|イン,오음
憲法,ケン|ポウ,ケン|ポー,헌법
中波,チュウ|ハ,チュー|ハ,중파
函数,カン|スウ,カン|スー,함수
無限,ム|ゲン,ム|ゲン,무한
張力,チョウ|リョク,チョー|リョク,장력
真空,シン|クウ,シン|クー,진공
枢機卿,スウ|キ|キョウ,スー|キ|キョー,추기경
宮殿,キュウ|デン,キュー|デン,궁전
有声音,ユウ|セイ|オン,ユー|セイ|オン,유성음
無声音,ム|セイ|オン,ム|セイ|オン,무성음
八卦,ハッ|ケ,ハッ|ケ,팔괘
国歌,コッ|カ,コッ|カ,국가
分布,ブン|プ,ブン|プ,분포
錦江,キン|コウ,キン|コー,금강
絶対,ゼッ|タイ,ゼッ|タイ,절대
等級,トウ|キュウ,トー|キュー,등급
光年,コウ|ネン,コー|ネン,광년
国家,コッ|カ,コッ|カ,국가
石油,セキ|ユ,セキ|ユ,석유
群馬,グン|マ,グン|マ,군마
長音階,チョウ|オン|カイ,チョー|オン|カイ,장음계
短音階,タン|オン|カイ,タン|オン|カイ,단음계
和音,ワ|オン,ワ|オン,화음
競技,キョウ|ギ,キョー|ギ,경기
声楽,セイ|ガク,セイ|ガク,성악
半導体,ハン|ドウ|タイ,ハン|ドー|タイ,반도체
鍵盤,ケン|バン,ケン|バン,건반
火成岩,カ|セイ|ガン,カ|セイ|ガン,화성암
花崗岩,カ|コウ|ガン,カ|コー|ガン,화강암
安山岩,アン|ザン|ガン,アン|ザン|ガン,안산암
玄武岩,ゲン|ブ|ガン,ゲン|ブ|ガン,현무암
石炭,セキ|タン,セキ|タン,석탄
三角形,サン|カッ|ケイ,サン|カッ|ケイ,삼각형
振動,シン|ドウ,シン|ドー,진동
朝鮮人民軍,チョウ|セン|ジン|ミン|グン,チョー|セン|ジン|ミン|グン,조선인민군
研究所,ケン|キュウ|ジョ,ケン|キュー|ジョ,연구소
栄養素,エイ|ヨウ|ソ,エイ|ヨー|ソ,영양소
崩壊,ホウ|カイ,ホー|カイ,붕괴
満州,マン|シュウ,マン|シュー,만주
波長,ハ|チョウ,ハ|チョー,파장
保全,ホ|ゼン,ホ|ゼン,보전
航空,コウ|クウ,コー|クー,항공
運送,ウン|ソウ,ウン|ソー,운송
電池,デン|チ,デン|チ,전지
中学校,チュウ|ガッ|コウ,チュー|ガッ|コー,중학교
学校,ガッ|コウ,ガッ|コー,학교
線分,セン|ブン,セン|ブン,선분
直線,チョク|セン,チョク|セン,직선
首相,シュ|ショウ,シュ|ショー,수상
柔道,ジュウ|ドウ,ジュー|ドー,유도
総理,ソウ|リ,ソー|リ,총리
式,シキ,シキ,식
私鉄,シ|テツ,シ|テツ,사철
中性子,チュウ|セイ|シ,チュー|セイ|シ,중성자
作家,サッ|カ,サッ|カ,작가
傀儡,カイ|ライ,カイ|ライ,괴뢰
政権,セイ|ケン,セイ|ケン,정권
民間,ミン|カン,ミン|カン,민간
航空機,コウ|クウ|キ,コー|クー|キ,항공기
世紀,セイ|キ,セイ|キ,세기
電車,デン|シャ,デン|シャ,전차
寓話,グウ|ワ,グー|ワ,우화
宣戦,セン|セン,セン|セン,선전
布告,フ|コク,フ|コク,포고
熱容量,ネツ|ヨウ|リョウ,ネツ|ヨー|リョー,열용량
知識,チ|シキ,チ|シキ,지식
排中律,ハイ|チュウ|リツ,ハイ|チュー|リツ,배중률
人魚,ニン|ギョ,ニン|ギョ,인어
三星,ミツ|ボシ,ミツ|ボシ,삼성
触媒,ショク|バイ,ショク|バイ,촉매
反応,ハン|ノウ,ハン|ノー,반응
華氏,カ|シ,カ|シ,화씨
元素,ゲン|ソ,ゲン|ソ,원소
室温,シツ|オン,シツ|オン,실온
宮,ミヤ,ミヤ,궁
検査,ケン|サ,ケン|サ,검사
月刊,ゲッ|カン,ゲッ|カン,월간
時間,ジ|カン,ジ|カン,시간
十二支,ジュウ|ニ|シ,ジュー|ニ|シ,십이지
楕円,ダ|エン,ダ|エン,타원
総会,ソウ|カイ,ソー|カイ,총회
可算,カ|サン,カ|サン,가산
湖,コ,コ,호
美術館,ビ|ジュツ|カン,ビ|ジュツ|カン,미술관
平壌,ピョン|ヤン,ピョン|ヤン,평양
塩酸,エン|サン,エン|サン,염산
塩化,エン|カ,エン|カ,염화
塩,シオ,シオ,염
塩基,エン|キ,エン|キ,염기
先史,セン|シ,セン|シ,선사
中東,チュウ|トウ,チュー|トー,중동
弁護士,ベン|ゴ|シ,ベン|ゴ|シ,변호사
芸術,ゲイ|ジュツ,ゲイ|ジュツ,예술
族,ゾク,ゾク,족
戦車,セン|シャ,セン|シャ,전차
文明,ブン|メイ,ブン|メイ,문명
極東,キョク|トウ,キョク|トー,극동
南半球,ミナミ|ハン|キュウ,ミナミ|ハン|キュー,남반구
北半球,キタ|ハン|キュウ,キタ|ハン|キュー,북반구
高分子,コウ|ブン|シ,コー|ブン|シ,고분자
撃墜,ゲキ|ツイ,ゲキ|ツイ,격추
洪秀全,コウ|シュウ|ゼン,コー|シュー|ゼン,홍수전
中共,チュウ|キョウ,チュー|キョー,중공
気体,キ|タイ,キ|タイ,기체
直流,チョク|リュウ,チョク|リュー,직류
豆乳,トウ|ニュウ,トー|ニュー,두유
度量衡,ド|リョウ|コウ,ド|リョー|コー,도량형
振幅,シン|プク,シン|プク,진폭
変調,ヘン|チョウ,ヘン|チョー,변조
斗山,ト|サン,ト|サン,두산
次元,ジ|ゲン,ジ|ゲン,차원
地下鉄,チ|カ|テツ,チ|カ|テツ,지하철
砂漠,サ|バク,サ|バク,사막
大洋,タイ|ヨウ,タイ|ヨー,대양
液体,エキ|タイ,エキ|タイ,액체
固体,コ|タイ,コ|タイ,고체
軽油,ケイ|ユ,ケイ|ユ,경유
夏季,カ|キ,カ|キ,하계
豆満江,トウ|マン|コウ,トー|マン|コー,두만강
乳香,ニュウ|コウ,ニュー|コー,유향
産褥,サン|ジョク,サン|ジョク,산욕
集団,シュウ|ダン,シュー|ダン,집단
奉天,ホウ|テン,ホー|テン,봉천
妖怪,ヨウ|カイ,ヨー|カイ,요괴
永久,エイ|キュウ,エイ|キュー,영구
欠番,ケツ|バン,ケツ|バン,결번
完全,カン|ゼン,カン|ゼン,완전
黄善洪,オウ|ゼン|コウ,オー|ゼン|コー,황선홍
水原,ミズ|ハラ,ミズ|ハラ,수원
洪明甫,コウ|メイ|ホ,コー|メイ|ホ,홍명보
孫悟空,ソン|ゴク|ウ,ソン|ゴク|ー,손오공
入声,ニッ|ショウ,ニッ|ショー,입성
華僑,カ|キョウ,カ|キョー,화교
顕微鏡,ケン|ビ|キョウ,ケン|ビ|キョー,현미경
庁,チョウ,チョー,청
塔,トウ,トー,탑
金桂元,キン|チュウ|ゲン,キン|チュー|ゲン,김계원
密度,ミツ|ド,ミツ|ド,밀도
